accession	description	scientific_name	tax_id	tax_lineage	country	location	altitude	isolation_source	environmental_sample	host	host_tax_id	dev_stage	sex	tissue_type	collected_by	identified_by	collection_date	collection_date_start	collection_date_end	isolate	strain	sub_species	sub_strain	cultivar	ecotype	variety	specimen_voucher	culture_collection	bio_material	study_accession	sample_accession	secondary_sample_accession
KF009487	Uncultured bacterium clone 9015g-67 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009495	Uncultured bacterium clone 9015g-407 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009496	Uncultured bacterium clone 9015g-408 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009082	Uncultured bacterium clone 9007C-163 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009101	Uncultured bacterium clone 9007C-63 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009115	Uncultured bacterium clone 9007C-96 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009118	Uncultured bacterium clone 9007C-205 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009137	Uncultured bacterium clone 9007C-231 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009140	Uncultured bacterium clone 9007C-236 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009146	Uncultured bacterium clone 9007C-248 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009149	Uncultured bacterium clone 9007C-256 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009152	Uncultured bacterium clone 9007C-259 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009190	Uncultured bacterium clone 9007g-178 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009202	Uncultured bacterium clone 9007g-308 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009210	Uncultured bacterium clone 9007g-385 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009219	Uncultured bacterium clone 9007g-407 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009225	Uncultured bacterium clone 9007g-441 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009228	Uncultured bacterium clone 9007g-502 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009229	Uncultured bacterium clone 9007g-504 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009251	Uncultured bacterium clone 9007g-648 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009253	Uncultured bacterium clone 9007g-653 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009254	Uncultured bacterium clone 9015C-2 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009256	Uncultured bacterium clone 9015C-140 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009264	Uncultured bacterium clone 9015C-309 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009273	Uncultured bacterium clone 9015C-324 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009308	Uncultured bacterium clone 9015C-320 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009317	Uncultured bacterium clone 9015C-508 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009331	Uncultured bacterium clone 9015C-525 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009339	Uncultured bacterium clone 9015C-541 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009378	Uncultured bacterium clone 9015C-618 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009382	Uncultured bacterium clone 9015C-624 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009399	Uncultured bacterium clone 9015g-105 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009412	Uncultured bacterium clone 9015g-206 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009429	Uncultured bacterium clone 9015g-227 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009430	Uncultured bacterium clone 9015g-228 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009441	Uncultured bacterium clone 9015g-118 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009476	Uncultured bacterium clone 9015g-329 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009482	Uncultured bacterium clone 9015g-58 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009497	Uncultured bacterium clone 9015g-409 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009076	Uncultured bacterium clone 9007C-149 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009077	Uncultured bacterium clone 9007C-150 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009093	Uncultured bacterium clone 9007C-188 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009099	Uncultured bacterium clone 9007C-57 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009156	Uncultured bacterium clone 9007C-266 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009175	Uncultured bacterium clone 9007g-112 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009192	Uncultured bacterium clone 9007g-234 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009209	Uncultured bacterium clone 9007g-378 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009284	Uncultured bacterium clone 9015C-356 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009295	Uncultured bacterium clone 9015C-347 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009303	Uncultured bacterium clone 9015C-425 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009309	Uncultured bacterium clone 9015C-329 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009332	Uncultured bacterium clone 9015C-526 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009338	Uncultured bacterium clone 9015C-540 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009381	Uncultured bacterium clone 9015C-622 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009406	Uncultured bacterium clone 9015g-116 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009420	Uncultured bacterium clone 9015g-217 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009422	Uncultured bacterium clone 9015g-219 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009424	Uncultured bacterium clone 9015g-221 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009445	Uncultured bacterium clone 9015g-124 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009456	Uncultured bacterium clone 9015g-140 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009479	Uncultured bacterium clone 9015g-51 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009480	Uncultured bacterium clone 9015g-54 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009490	Uncultured bacterium clone 9015g-402 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009493	Uncultured bacterium clone 9015g-405 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009507	Uncultured bacterium clone 9015g-422 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768669	Uncultured actinobacterium clone GH48_2000-200mum_NPK_6 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768685	Uncultured actinobacterium clone GH48_cell_63-2mum_CK_5 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768690	Uncultured actinobacterium clone GH48_cell_63-2mum_NPKM_7 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
PV435898	Discocriconemella sp. c CCN-2025a isolate GH48 small subunit ribosomal RNA gene, partial sequence.	Discocriconemella sp. c CCN-2025a	3416227	1;131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;211167;211168;211169;619193;2629714;3416227					false	forest							2024	2024-01-01	2024-12-31	GH48							ACC232_CZ06					
KF009221	Uncultured bacterium clone 9007g-348 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009095	Uncultured bacterium clone 9007C-194 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009150	Uncultured bacterium clone 9007C-257 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009200	Uncultured bacterium clone 9007g-296 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009269	Uncultured bacterium clone 9015C-316 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009360	Uncultured bacterium clone 9015C-568 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768673	Uncultured actinobacterium clone GH48_2-0.1mum_CK_7 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768675	Uncultured actinobacterium clone GH48_2-0.1mum_NPK_2 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
